id,Pendapatan Keluarga,Jumlah Tanggungan dalam Keluarga,Pekerjaan Orang Tua/Wali,Pendidikan Orang Tua/Wali,Kepemilikan Aset,Lokasi Tempat Tinggal,Pengeluaran Bulanan Keluarga,Status Kepesertaan Program Bantuan Pemerintah,Riwayat Beasiswa atau Bantuan Pendidikan,Ayah Hidup?,Ibu Hidup?,Status Kepemilikan Tempat Tinggal,Jumlah (Perkiraan Harga Pasar) Kendaraan yang Dimiliki,Daya Listrik (Watt),Luas Tanah Rumah (m2),Luas Bangunan Rumah (m2),NJOP per Meter,Bahan Atap Rumah,Bahan Tembok Rumah,Bahan Lantai Rumah,Rerata Pengeluaran Listrik & Air per Bulan,Total Hutang,Cicilan Hutang per Bulan,Program Studi,Kota,Jalur Masuk,Golongan UKT
108045,Rp 3.000.000 s.d. Rp 4.000.000,1.0,Pegawai Pemerintahan,SMA,Milik Sendiri,Kab. Klaten,3000000.0,KIS/JKS/BPJS,Tidak,Hidup,Meninggal,Milik Sendiri,25000000.0,900.0,78.0,78.0,36000.0,Genting tanah liat,Batu bata,Keramik,235000.0,0.0,0.0,Pendidikan Biologi,Kab. Klaten,SNBT,4.0
45018,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Pegawai Swasta,S1/D-4,Milik Sendiri,Kabupaten Batang ,1200000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,2.0,1300.0,115.0,50.0,285000.0,Genteng,Batu bata,Keramik,120000.0,6000000.0,300000.0,Pendidikan Matematika,Kabupaten Batang ,SNBT,4.0
126674,lebih dari Rp 5.000.000,1.0,Wiraswasta,SMA,Milik Sendiri,Kab. Tangerang,11700000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,7000000.0,3500.0,96.0,37.0,1416000.0,Genteng,Bata,Kramik,730000.0,800000000.0,,Ilmu Keolahragaan,Kab. Tangerang,SNBT,7.0
145225,lebih dari Rp 5.000.000,3.0,Pegawai Pemerintahan,D4,Milik Sendiri,Kota Semarang,4500000.0,KIS/JKS/BPJS,Tidak,Hidup,Meninggal,Milik Sendiri,3.0,900.0,150.0,100.0,1000000.0,genteng dan asbes,bata,keramik,500000.0,300000000.0,3900000.0,Psikologi,Kota Semarang,SNBP,6.0
45382,"kurang dari Rp 1.000.000,-",1.0,Tidak Bekerja,SMA,Milik Sendiri,,600000.0,,Tidak Dapat,Hidup,Hidup,Milik Sendiri,0.0,450.0,100.0,400.0,82000.0,Genting tanah liat,plaster,keramik,130000.0,2000000.0,200000.0,Teknik Informatika,Kabupaten Wonosobo ,SNBT,4.0
105209,Rp 4.000.000 s.d. Rp 5.000.000,1.0,Pegawai Swasta,SD,Milik Sendiri,Kab. Sragen,2500000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,130000000.0,720.0,277.0,54.0,64000.0,GENTING TANAH LIAT,BATU BATA,KERAMIK,302236.0,0.0,0.0,Teknik Mesin,Kab. Sragen,SNBP,0.0
105520,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Wiraswasta,SLTA Sederajat,Menumpang,Kab. Pati,600000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Menumpang,5000000.0,450.0,399.0,48.0,48000.0,Genteng,Bata,Ubin,25000.0,0.0,0.0,Pendidikan Pancasila dan Kewarganegaraan,Kab. Pati,SNBP,4.0
80866,Rp 2.000.000 s.d. Rp 3.000.000,,Pegawai Pemerintahan,D4,Milik Sendiri,Kabupaten Pemalang ,2500000.0,KIS/JKS/BPJS,Tidak Ada,Meninggal,Hidup,Milik Sendiri,13000000.0,450.0,120.0,60.0,103.0,Genteng,Batu bata,Keramik,220.0,50000000.0,970000.0,Pendidikan Teknik Bangunan,Kabupaten Pemalang ,SNBT,3.0
109922,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Petani,SD,Milik Sendiri,Kab. Purworejo,450000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,11000000.0,450.0,190.0,45.0,82000.0,genteng,batu bata,keramik,47000.0,0.0,0.0,Pendidikan Guru Sekolah Dasar,Kab. Purworejo,SNBT,0.0
44886,Rp 3.000.000 s.d. Rp 4.000.000,0.0,Pegawai Swasta,SLTA Sederajat,Milik Sendiri,Kabupaten Klaten ,2000000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,11500000.0,450.0,350.0,54.0,82.0,Genting,bata,semen,20000.0,10000000.0,600000.0,Pendidikan Ilmu Pengetahuan Alam,Kabupaten Klaten ,SNBT,2.0
67855,Rp 3.000.000 s.d. Rp 4.000.000,1.0,Pegawai Swasta,SD/MI Sederajat,Milik Sendiri,Kabupaten Pekalongan ,2500000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,72000000.0,900.0,295.0,138.0,128000.0,genting tanah liat,batu bata,keramik,200000.0,0.0,0.0,Farmasi,Kabupaten Pekalongan ,SNBT,5.0
88959,Rp 3.000.000 s.d. Rp 4.000.000,0.0,Wiraswasta,SLTA Sederajat,Kontrak,Kabupaten Tangerang ,1250000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Kontrak,17000000.0,1300.0,60.0,60.0,0.0,genting,batako,keramik,493000.0,35000000.0,1200000.0,Teknik Sipil,Kabupaten Tangerang ,SNBP,0.0
109965,lebih dari Rp 5.000.000,2.0,Pegawai Swasta,S- 2,,Kota Tegal,4000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,220000000.0,2200.0,450.0,300.0,614000.0,Tanah liat,Plester,Keramik,1463780.0,0.0,0.0,Psikologi,Kota Tegal,SNBT,7.0
146455,lebih dari Rp 5.000.000,4.0,Pegawai Pemerintahan,S1/D-4,Menumpang,Kab. Banjarnegara,5000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Menumpang,,1300.0,566.0,80.0,847000.0,Genting,Dinding,Keramik,170000.0,100000000.0,2000000.0,Ilmu Politik,Kab. Banjarnegara,SNBP,6.0
61938,Rp 2.000.000 s.d. Rp 3.000.000,2.0,Pegawai Swasta,D3/D-2,Milik Sendiri,Kabupaten Kendal ,2785000.0,,Tidak,Hidup,Hidup,Milik Sendiri,15000000.0,900.0,91.0,80.0,160000.0,Genting Tanah Liat,Semen,Keramik dan Plester,225000.0,50000000.0,1100000.0,Kesehatan Masyarakat,Kabupaten Kendal ,SNBP,4.0
107998,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Tidak Bekerja,SMA,Milik Sendiri,Kota Jakarta Selatan,900000.0,KIS/JKS/BPJS,Tidak,Meninggal,Hidup,Milik Sendiri,2000000.0,1300.0,50.0,45.0,4155000.0,Genteng Tanah Liat,Hebel,Keramik,320000.0,0.0,0.0,Kimia,Kota Jakarta Selatan,SNBT,3.0
107424,lebih dari Rp 5.000.000,2.0,Wiraswasta,SLTP,Menumpang,Kota Jambi,2500000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Menumpang,195000000.0,2200.0,64.0,48.0,0.0,dek,batu,semen,800000.0,200000000.0,9320000.0,Sastra Inggris,Kota Jambi,SNBT,6.0
128268,"kurang dari Rp 1.000.000,-",1.0,Tidak Bekerja,MA,Milik Sendiri,Kota Semarang,450000.0,KIS/JKS/BPJS,KIPK,Meninggal,Hidup,Milik Sendiri,7000000.0,900.0,87.0,60.0,631415000.0,Asbes,Bata,Semen,,4000000.0,200000.0,Pendidikan Ekonomi,Kota Semarang,SNBT,0.0
68547,Rp 3.000.000 s.d. Rp 4.000.000,0.0,,D-3/D2,Milik Sendiri,Kabupaten Temanggung ,1000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,5000000.0,900.0,193.0,96.0,14000.0,Genting,Batu Bata,Pasir dan Semen,104500.0,0.0,0.0,Manajemen,Kabupaten Temanggung ,SNBT,3.0
43163,lebih dari Rp 5.000.000,2.0,Pegawai Pemerintahan,S-1/D4,Milik Sendiri,Kabupaten Kutai Kartanegara ,4000000.0,,Tidak,Hidup,Hidup,Milik Sendiri,54000000.0,2200.0,1800.0,45.0,2450.0,Genteng tanah,Bata,Keramik,400000.0,2147483647.0,600000000.0,Pendidikan Tata Kecantikan,Kabupaten Kutai Kartanegara ,SNBP,5.0
96104,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Buruh,MA,Milik Sendiri,Kota Semarang ,800000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,5500000.0,900.0,102.0,66.0,96.0,ASBES,BATA,PLASTER,130000.0,0.0,0.0,Pendidikan Jasmani Sekolah Dasar,Kota Semarang ,SNBT,2.0
46499,lebih dari Rp 5.000.000,1.0,Wiraswasta,SD,Milik Sendiri,Kota Magelang ,2000000.0,,-,Hidup,Hidup,Milik Sendiri,10000000.0,900.0,525.0,80.0,82000.0,GENTENG,BATU BATA,KERAMIK,425000.0,3000000.0,500000.0,Pendidikan Pancasila dan Kewarganegaraan,Kota Magelang ,SNBT,7.0
94309,lebih dari Rp 5.000.000,2.0,Pegawai Pemerintahan,SLTA Sederajat,Milik Sendiri,Kabupaten Banyumas ,3000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,20000000.0,450.0,70.0,70.0,128000.0,Genting,Bata,Keramik,100000.0,340000000.0,5000000.0,Geografi,Kabupaten Banyumas ,SNBT,5.0
125231,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Tidak Bekerja,MTs,Milik Sendiri,Kab. Rembang,1500000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,2.0,450.0,535.0,96.0,27000.0,Genting,Batu Bata,Keramik,133000.0,0.0,0.0,Teknik Mesin,Kab. Rembang,SNBP,3.0
107985,lebih dari Rp 5.000.000,1.0,Pegawai Swasta,D-3/D2,Milik Sendiri,Kota Semarang,3000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,5000000.0,900.0,150.0,63.0,464000.0,Genting dan Asbes,Batu bata,Keramik,200000.0,0.0,0.0,Pendidikan Kimia,Kota Semarang,SNBT,6.0
42980,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Nelayan,MI,Milik Sendiri,Kabupaten Lamongan ,1200000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,5000000.0,900.0,98.0,50.0,160000.0,genteng,semen,keramik,200000.0,0.0,0.0,Teknik Kimia,Kabupaten Lamongan ,SNBP,3.0
105507,"kurang dari Rp 1.000.000,-",0.0,Buruh,MI,Milik Sendiri,Kota Serang,2000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,7000000.0,900.0,60.0,60.0,916000.0,asbes,dinding,keramik,325000.0,10000000.0,700000.0,Teknik Elektro,Kota Serang,SNBP,3.0
89487,lebih dari Rp 5.000.000,2.0,Pegawai Pemerintahan,S-1/D4,Milik Sendiri,Kabupaten Cirebon ,3000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,225000000.0,900.0,830.0,93.0,48000.0,Genting Tanah Liat,Plaster,Keramik,450000.0,112800000.0,4700000.0,Ekonomi Pembangunan,Kabupaten Cirebon ,SNBP,4.0
77962,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Pegawai Pemerintahan,S1,Milik Sendiri,Kabupaten Demak ,2000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,5000000.0,900.0,199.0,90.0,335000.0,Genting tanah liat,Semen,Keramik,677000.0,0.0,0.0,Teknik Sipil,Kabupaten Demak ,SNBP,4.0
93464,"kurang dari Rp 1.000.000,-",1.0,Tidak Bekerja,SLTA,Milik Sendiri,Kabupaten Kudus ,1500000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,8000000.0,900.0,1087.0,200.0,200000.0,genteng tanah liat,batu bata,keramik,180000.0,0.0,0.0,Pendidikan Biologi,Kabupaten Kudus ,SNBT,2.0
108998,lebih dari Rp 5.000.000,3.0,Wiraswasta,MA,Milik Sendiri,Kab. Cilacap,6000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,200000000.0,900.0,5050.0,150.0,36000.0,Genting dari tanah liat,Batu bata dan semen,Keramik,300000.0,30000000.0,3100000.0,Akuntansi,Kab. Cilacap,SNBT,7.0
95646,"kurang dari Rp 1.000.000,-",2.0,Buruh,SLTA,Milik Sendiri,Kabupaten Demak ,500000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,2.0,450.0,160.0,138.0,200000.0,GENTING,SEMEN,KERAMIK,85000.0,50000000.0,2133000.0,Ilmu Politik,Kabupaten Demak ,SNBT,0.0
93405,lebih dari Rp 5.000.000,2.0,Wiraswasta,SLTA,Milik Sendiri,Kota Semarang ,4500000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,36000000.0,0.0,215.0,150.0,0.0,genteng,batu bata bercampur kapur,keramik,600000.0,85000000.0,0.0,Kimia,Kota Semarang ,SNBT,6.0
81074,lebih dari Rp 5.000.000,2.0,Pegawai Pemerintahan,D4,Milik Sendiri,Kabupaten Grobogan ,5533400.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,63000000.0,450.0,242.0,116.0,128000.0,Genteng Tanah Liat,Semi Permanen,Keramik,120000.0,100000000.0,1783400.0,Pendidikan Teknik Informatika dan Komputer,Kabupaten Grobogan ,SNBT,4.0
88924,Rp 3.000.000 s.d. Rp 4.000.000,1.0,Tidak Bekerja,D3/D-2,Milik Sendiri,Kabupaten Purworejo ,2500000.0,KIS/JKS/BPJS,kipk,Hidup,Meninggal,Milik Sendiri,17000000.0,450.0,50.0,45.0,200000.0,Genting,Semen batu-bata,Ubin,72250.0,0.0,0.0,Ilmu Hukum,Kabupaten Purworejo ,SNBP,0.0
76792,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Buruh,SD/MI Sederajat,Milik Sendiri,Kabupaten Boyolali ,700000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,2.0,450.0,850.0,50.0,243000.0,Genting,Plester,Plester,110000.0,0.0,0.0,Pendidikan Geografi,Kabupaten Boyolali ,SNBP,4.0
94555,lebih dari Rp 5.000.000,1.0,Pegawai Swasta,SLTA Sederajat,Milik Sendiri,Kabupaten Magelang ,3500000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,28000000.0,900.0,150.0,150.0,66650000.0,genting,batako,keramik,150000.0,150000000.0,2500000.0,Pendidikan Kesejahteraan Keluarga,Kabupaten Magelang ,SNBT,4.0
47104,,,,,,Kabupaten Sanggau ,,,-,,,,,,,,,,,,,,,Sastra Perancis,Kabupaten Sanggau ,SNBT,7.0
43713,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Wiraswasta,S1/D-4,Milik Sendiri,Kabupaten Pemalang ,2500000.0,,-,Hidup,Hidup,Milik Sendiri,4000000.0,900.0,200.0,150.0,50000.0,Genteng,Plester,Keramik,225000.0,10000000.0,470000.0,Pendidikan Bahasa Inggris,Kabupaten Pemalang ,SNBP,4.0
81323,lebih dari Rp 5.000.000,3.0,Buruh,SLTA,Milik Sendiri,Kabupaten Bekasi ,5000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,25000000.0,2200.0,60.0,50.0,916000.0,Asbes,Batu Bata dan Batako,Keramik,600000.0,0.0,0.0,Pendidikan Matematika,Kabupaten Bekasi ,SNBT,4.0
68630,Rp 2.000.000 s.d. Rp 3.000.000,2.0,Petani,D-3/D2,Milik Sendiri,Kabupaten Tegal ,2500000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,1.0,900.0,238.0,96.0,103000.0,GENENG,BATA,KERAMIK DAN SEMEN,200.0,8000000.0,408000.0,"Pendidikan Seni Drama, Tari, dan Musik",Kabupaten Tegal ,SNBT,4.0
90884,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Wiraswasta,SLTA,Milik Sendiri,Kabupaten Kudus ,1000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,12000000.0,450.0,280.0,54.0,44800.0,genteng tanah liat,batu bata,keramik,40000.0,0.0,0.0,Teknik Informatika,Kabupaten Kudus ,SNBP,5.0
45120,lebih dari Rp 5.000.000,2.0,Wiraswasta,SLTP,Milik Sendiri,Kabupaten Brebes ,6000000.0,,Tidak Dapat,Hidup,Hidup,Milik Sendiri,7000000.0,900.0,80.0,54.0,82.0,Genteng,"Batu bata, semen, dan pasir",Keramik,180000.0,5000000.0,550000.0,Pendidikan Teknik Mesin,Kabupaten Brebes ,SNBT,4.0
146158,lebih dari Rp 5.000.000,1.0,Wiraswasta,S-1/D4,Milik Sendiri,Kab. Rembang,5000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,105000000.0,900.0,72.0,50.0,595000.0,genteng,batu bata,Keramik,250000.0,0.0,0.0,Psikologi,Kab. Rembang,SNBP,7.0
92827,Rp 2.000.000 s.d. Rp 3.000.000,4.0,Pegawai Swasta,SLTA,Menumpang,Kabupaten Kuningan ,2000000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Menumpang,0.0,450.0,196.0,84.0,285000.0,genting dan seng,Bata merah,Keramik,300000.0,4000000.0,0.0,Pendidikan Teknik Bangunan,Kabupaten Kuningan ,SNBT,0.0
89865,Rp 3.000.000 s.d. Rp 4.000.000,1.0,Pegawai Swasta,SLTA,Milik Sendiri,Kabupaten Semarang ,1200000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,7000000.0,450.0,775.0,70.0,36000.0,Genting,Semen/beton,Keramik,33159.0,0.0,0.0,Pendidikan Bahasa Inggris,Kabupaten Semarang ,SNBP,0.0
69978,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Wiraswasta,MA,Milik Sendiri,Kota Semarang ,2000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,34000000.0,900.0,198.0,190.0,802000.0,Genteng,Batu bata,Keramik,350000.0,14000000.0,650000.0,Pendidikan Sosiologi dan Antropologi,Kota Semarang ,SNBT,6.0
83401,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Wiraswasta,SD/MI Sederajat,Milik Sendiri,Kabupaten Demak ,700000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,15000000.0,450.0,220.0,40.0,36000.0,Genteng tanah liat,Tembok Bata,Plester dan Tanah,55000.0,3000000.0,300000.0,Pendidikan Kesejahteraan Keluarga,Kabupaten Demak ,SNBT,2.0
110454,lebih dari Rp 5.000.000,0.0,Tidak Bekerja,MA,Milik Sendiri,Kota Semarang,2000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,55000000.0,1300.0,64.0,64.0,2176000.0,genteng tanah liat,batu bata,keramik,816000.0,0.0,0.0,Geografi,Kota Semarang,SNBT,5.0
82867,lebih dari Rp 5.000.000,3.0,Pegawai Swasta,D-3/D2,Milik Sendiri,Kabupaten Semarang ,2500000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,10500000.0,450.0,84.0,36.0,22172000.0,Asbes,Semen dan batako,Keramik biasa,90000.0,0.0,0.0,"Pendidikan Seni Drama, Tari, dan Musik",Kabupaten Semarang ,SNBT,6.0
148346,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Wiraswasta,SD,Milik Sendiri,Kab. Cirebon,1500000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,5000000.0,900.0,204.0,42.0,587000.0,genteng tanah liat,batu bata,keramik dan lantai semen,200000.0,7400000.0,740000.0,Pendidikan Tata Busana,Kab. Cirebon,SNBT,0.0
62026,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Wiraswasta,SMA,Menumpang,Kabupaten Pemalang ,1000000.0,,Tidak Dapat,Hidup,Hidup,Menumpang,3000000.0,450.0,498.0,110.0,4800.0,Genteng,Semen,Tegel,150000.0,0.0,0.0,Ekonomi Pembangunan,Kabupaten Pemalang ,SNBP,3.0
42789,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Pegawai Swasta,SD,Milik Sendiri,Kabupaten Semarang ,1000000.0,,-,Hidup,Hidup,Milik Sendiri,7000000.0,450.0,274.0,0.0,103000.0,Genting,Bata,Keramik,45000.0,0.0,0.0,Pendidikan Bahasa Inggris,Kabupaten Semarang ,SNBP,2.0
91036,"kurang dari Rp 1.000.000,-",1.0,Wiraswasta,MTs,Milik Sendiri,Kabupaten Kudus ,1000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,35000.0,900.0,552.0,105.0,105.0,genteng,bata,keramik,150.0,0.0,0.0,Pendidikan Ekonomi,Kabupaten Kudus ,SNBP,4.0
62824,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Wiraswasta,SMA,Milik Sendiri,Kabupaten Jepara ,0.0,,-,Hidup,Hidup,Milik Sendiri,15000000.0,1300.0,150.0,120.0,500000.0,Genteng,Batu Bata,Keramik,300000.0,0.0,0.0,Pendidikan Tata Busana,Kabupaten Jepara ,SNBP,4.0
43598,Rp 3.000.000 s.d. Rp 4.000.000,3.0,Petani,SMA,Milik Sendiri,Kabupaten Musi Banyuasin ,2200000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,0.0,1300.0,875.0,80.0,7150.0,Seng,Batu bata,Keramik,200.0,0.0,0.0,Teknik Sipil,Kabupaten Musi Banyuasin ,SNBP,3.0
62292,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Pegawai Swasta,S1/D-4,Milik Sendiri,Kabupaten Kudus ,1400000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,9000000.0,450.0,280.0,110.0,110160000.0,,Semen,Keramik,50000.0,700000.0,50000.0,Pendidikan Kimia,Kabupaten Kudus ,SNBP,3.0
80795,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Wiraswasta,SLTA Sederajat,Milik Sendiri,Kabupaten Sukoharjo ,600000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,20000000.0,360.0,633.0,300.0,1155000.0,genting,Batu bata,ubin atau tegel,55000.0,0.0,0.0,Manajemen,Kabupaten Sukoharjo ,SNBT,0.0
61444,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Pegawai Pemerintahan,SLTA,Menumpang,Kabupaten Magelang ,350000.0,,-,Hidup,Hidup,Menumpang,10000000.0,900.0,65.0,60.0,27000.0,Genting,Batu bata,Keramik,110000.0,20000000.0,700000.0,Kesehatan Masyarakat,Kabupaten Magelang ,SNBP,3.0
92983,lebih dari Rp 5.000.000,1.0,Pegawai Pemerintahan,D-3/D2,Menumpang,Kabupaten Banyumas ,3000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Menumpang,27000000.0,450.0,100.0,80.0,0.0,Genteng,Batu bata,Keramik,75000.0,250000000.0,4500000.0,Gizi,Kabupaten Banyumas ,SNBT,5.0
107565,Rp 3.000.000 s.d. Rp 4.000.000,3.0,Petani,SLTA Sederajat,Menumpang,Kab. Dairi,2500000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Menumpang,6000000.0,900.0,400.0,91.0,0.0,seng,papan,semen,110000.0,15500000.0,0.0,Pendidikan Geografi,Kab. Dairi,SNBT,0.0
60922,"kurang dari Rp 1.000.000,-",0.0,Wiraswasta,MI,Milik Sendiri,Kabupaten Cianjur ,750000.0,,Tidak Dapat,Hidup,Hidup,Milik Sendiri,8000000.0,900.0,83.0,83.0,64000.0,Asbes,Batako,Keramik,180000.0,56000000.0,2227600.0,Pendidikan Geografi,Kabupaten Cianjur ,SNBP,5.0
77906,"kurang dari Rp 1.000.000,-",0.0,Tidak Bekerja,SMA,Menumpang,Kabupaten Kuningan ,500000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Menumpang,0.0,900.0,442.0,54.0,103000.0,Genting tanah liat,Semen dan batu bata,Keramik dan juga plester,65000.0,0.0,0.0,Teknik Kimia,Kabupaten Kuningan ,SNBP,3.0
128854,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Petani,SD/MI Sederajat,Milik Sendiri,Kab. Semarang,400000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,7000000.0,450.0,218.0,63.0,48000.0,Asbes,Batu bata,Keramik,68900.0,0.0,0.0,Ilmu Hukum,Kab. Semarang,SNBT,0.0
148116,lebih dari Rp 5.000.000,2.0,Pegawai Swasta,SMA,Kontrak,Kota Bekasi,5000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Kontrak,367000000.0,1300.0,90.0,50.0,125000.0,plafon,Batu Bata,keramik,1150000.0,0.0,3000000.0,Pendidikan Sosiologi dan Antropologi,Kota Bekasi,SNBT,7.0
129888,Rp 2.000.000 s.d. Rp 3.000.000,4.0,Wiraswasta,SD/MI Sederajat,Milik Sendiri,Kab. Kebumen,2500000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,28000000.0,450.0,98.0,45.0,0.0,Genteng tanah,Batu bata,Keramik,16794.0,50000000.0,1000000.0,Pendidikan Seni Rupa,Kab. Kebumen,SNBT,4.0
68149,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Petani,SD,Milik Sendiri,Kabupaten Purbalingga ,900000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,3000000.0,450.0,980.0,77.0,14000.0,genting,semen,plester kasar,160000.0,5000000.0,291000.0,Bimbingan dan Konseling,Kabupaten Purbalingga ,SNBT,3.0
76219,lebih dari Rp 5.000.000,2.0,Pegawai Swasta,MA,Milik Sendiri,Kabupaten Tangerang ,5697000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,1.0,900.0,150.0,72.0,82000.0,GENTING,BATAKO,KERAMIK RENDAH,150000.0,100000000.0,3700000.0,Kimia,Kabupaten Tangerang ,SNBP,4.0
82712,lebih dari Rp 5.000.000,3.0,Pegawai Pemerintahan,S-1/D4,Milik Sendiri,Kabupaten Tegal ,5000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,108000000.0,900.0,335.0,88.0,335000.0,Genting tanah liat,"Batu bata, semen, pasir",Keramik,350000.0,38000000.0,1300000.0,Pendidikan Fisika,Kabupaten Tegal ,SNBT,5.0
69444,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Buruh,MA,Milik Sendiri,Kota Semarang ,1000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,0.0,900.0,72.0,72.0,400000.0,Asbes,Batubata,Keramik,370000.0,0.0,0.0,Pendidikan Kepelatihan Olahraga,Kota Semarang ,SNBT,4.0
109919,Rp 3.000.000 s.d. Rp 4.000.000,3.0,Pegawai Swasta,SLTA Sederajat,Milik Sendiri,Kab. Klaten,900000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,10000000.0,450.0,523.0,210.0,36000.0,genting,"asbes, bambu dan batu bata",tanah dan keramik,70000.0,10000000.0,300000.0,Pendidikan Guru Sekolah Dasar,Kab. Klaten,SNBT,4.0
80917,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Pegawai Swasta,SMA,Kontrak,Kota Magelang ,1800000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Kontrak,12000000.0,450.0,300.0,100.0,200000.0,Genteng,Batu bata,Semen,121236.0,5000000.0,467000.0,Ilmu Sejarah,Kota Magelang ,SNBT,2.0
