id,Pendapatan Keluarga,Jumlah Tanggungan dalam Keluarga,Pekerjaan Orang Tua/Wali,Pendidikan Orang Tua/Wali,Kepemilikan Aset,Lokasi Tempat Tinggal,Pengeluaran Bulanan Keluarga,Status Kepesertaan Program Bantuan Pemerintah,Riwayat Beasiswa atau Bantuan Pendidikan,Ayah Hidup?,Ibu Hidup?,Status Kepemilikan Tempat Tinggal,Jumlah (Perkiraan Harga Pasar) Kendaraan yang Dimiliki,Daya Listrik (Watt),Luas Tanah Rumah (m2),Luas Bangunan Rumah (m2),NJOP per Meter,Bahan Atap Rumah,Bahan Tembok Rumah,Bahan Lantai Rumah,Rerata Pengeluaran Listrik & Air per Bulan,Total Hutang,Cicilan Hutang per Bulan,Program Studi,Kota,Jalur Masuk,Golongan UKT
127748,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Tidak Bekerja,SLTA Sederajat,Milik Sendiri,Kab. Sragen,500000.0,KIS/JKS/BPJS,KIPK,Meninggal,Hidup,Milik Sendiri,2.0,900.0,144.0,126.0,103.0,genting,semen,keramik,450000.0,0.0,0.0,Ilmu Politik,Kab. Sragen,SNBT,0.0
90205,lebih dari Rp 5.000.000,2.0,Buruh,SLTA Sederajat,Milik Sendiri,Kabupaten Tangerang ,3500000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,6500000.0,900.0,60.0,22.0,128.0,Genteng,Batako Plester,Keramik,320000.0,45000000.0,4500000.0,Geografi,Kabupaten Tangerang ,SNBP,3.0
82795,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Wiraswasta,SD,Milik Sendiri,Kabupaten Grobogan ,600000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,20000000.0,450.0,586.0,65.0,128000.0,Genting,Batu Bata,Keramik,,0.0,0.0,Ilmu Politik,Kabupaten Grobogan ,SNBT,4.0
108947,lebih dari Rp 5.000.000,2.0,Wiraswasta,SLTP,Milik Sendiri,Kab. Bogor,2250000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,8000000.0,900.0,93.0,70.0,2176000.0,Kayu dan asbes,Bata merah dan hebel,Keramik,500000.0,0.0,0.0,Pendidikan Ekonomi,Kab. Bogor,SNBT,5.0
89985,Rp 3.000.000 s.d. Rp 4.000.000,,Wiraswasta,MTs,Milik Sendiri,Kabupaten Pemalang ,2310000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,1000000.0,900.0,0.0,57.0,0.0,"Genting tanah liat, asbes, dan seng.",Batu bata,"Keramik, tegel, plester.",105000.0,5000000.0,500000.0,Pendidikan Teknik Elektro,Kabupaten Pemalang ,SNBP,3.0
89757,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Tidak Bekerja,MTs,Menumpang,Kabupaten Lahat ,700000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Menumpang,16000000.0,900.0,65.0,54.0,5330.0,SENG,Batu Bata,Keramik Biasa,300000.0,0.0,0.0,Teknik Mesin,Kabupaten Lahat ,SNBP,0.0
62526,Rp 1.000.000 s.d. Rp 2.000.000,3.0,Buruh,MA,Milik Sendiri,Kota Semarang ,500000.0,,-,Hidup,Hidup,Milik Sendiri,5000000.0,900.0,259.0,48.0,1722000.0,Genting tanah liat,Batu Bata,Keramik,110000.0,2000000.0,10000.0,Pendidikan Ekonomi,Kota Semarang ,SNBP,2.0
91185,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Wiraswasta,S-1/D4,Milik Sendiri,Kota Semarang ,2700000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,0.0,1300.0,200.0,120.0,0.0,asbes,batako,keramik,265000.0,0.0,0.0,Pendidikan Guru Pendidikan Anak Usia Dini,Kota Semarang ,SNBP,4.0
61407,lebih dari Rp 5.000.000,1.0,Buruh,SLTA Sederajat,Milik Sendiri,Kota Semarang ,2000000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,98000000.0,900.0,352.0,168.0,1147000.0,Genting,Bata,Keramik,330000.0,8000000.0,960000.0,Pendidikan Guru Sekolah Dasar,Kota Semarang ,SNBP,6.0
62246,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Pegawai Swasta,SLTA,Menumpang,Kabupaten Kerawang ,1700000.0,,Tidak Ada,Hidup,Hidup,Menumpang,5000000.0,450.0,150.0,75.0,75000.0,Genting,Bata,Keramik,85000.0,0.0,0.0,Manajemen,Kabupaten Kerawang ,SNBP,4.0
82169,lebih dari Rp 5.000.000,1.0,Tidak Bekerja,S1,Milik Sendiri,Kabupaten Temanggung ,1700000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,8000000.0,900.0,240.0,150.0,243000.0,genteng,bata dan semen,keramik,300000.0,101000000.0,1322854.0,Ilmu Hukum,Kabupaten Temanggung ,SNBT,4.0
149305,Rp 2.000.000 s.d. Rp 3.000.000,2.0,Tidak Bekerja,D-3/D2,Menumpang,Kab. Boyolali,650000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Menumpang,0.0,900.0,77.0,77.0,0.0,Genting tanah liat,Bata merah,Keramik,160.0,5000000.0,300000.0,"Pendidikan Seni Drama, Tari, dan Musik",Kab. Boyolali,SNBT,4.0
47038,"kurang dari Rp 1.000.000,-",0.0,Buruh,SD/MI Sederajat,Milik Sendiri,Kabupaten Boyolali ,500000.0,,-,Hidup,Hidup,Milik Sendiri,17000000.0,450.0,759.0,224.0,7150.0,genteng tanah liat,kayu,keramik,50000.0,10000000.0,50000.0,Sastra Inggris,Kabupaten Boyolali ,SNBT,4.0
62593,Rp 4.000.000 s.d. Rp 5.000.000,1.0,Wiraswasta,SLTA Sederajat,Menumpang,Kota Jakarta Selatan ,2500000.0,,-,Hidup,Hidup,Menumpang,4000000.0,4400.0,70.0,70.0,5625000.0,asbes,semen,keramik,270000.0,0.0,0.0,Seni Rupa,Kota Jakarta Selatan ,SNBP,4.0
43278,Rp 2.000.000 s.d. Rp 3.000.000,0.0,Pegawai Swasta,MA,Milik Sendiri,Kabupaten Boyolali ,800000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,2.0,450.0,107.0,7.0,0.0,genting/tanah liat,batu bata/dinding plaster,keramik,159146.0,25000000.0,640950.0,Ilmu Politik,Kabupaten Boyolali ,SNBP,4.0
93390,Rp 3.000.000 s.d. Rp 4.000.000,1.0,Tidak Bekerja,D4,Menumpang,Kota Semarang ,2500000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Menumpang,7000000.0,1300.0,600.0,92.0,412608000.0,Genteng,Plesteran,Keramik,300000.0,20000000.0,2500000.0,Teknik Arsitektur,Kota Semarang ,SNBT,4.0
146816,Rp 4.000.000 s.d. Rp 5.000.000,2.0,Wiraswasta,SMA,Milik Sendiri,Kab. Jepara,1100000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,9000000.0,450.0,378.0,,64000.0,Genteng,Batu bata,Keramik,75000.0,10000000.0,0.0,Ilmu Hukum,Kab. Jepara,SNBP,4.0
75855,lebih dari Rp 5.000.000,0.0,Pegawai Swasta,S-1/D4,Kontrak,Kota Bekasi ,8000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Kontrak,10000000.0,1300.0,100.0,70.0,0.0,Kayu,Bata,Keramik 40x40,850000.0,1250000.0,1250000.0,Ilmu Hukum,Kota Bekasi ,SNBP,6.0
105265,"kurang dari Rp 1.000.000,-",0.0,Tidak Bekerja,MTs,Milik Sendiri,Kota Pekanbaru,2000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,10000000.0,900.0,300.0,30.0,0.0,Seng,Batu bata,Semen,100000.0,3000000.0,300000.0,Pendidikan Bahasa Perancis,Kota Pekanbaru,SNBP,3.0
89000,Rp 4.000.000 s.d. Rp 5.000.000,2.0,Wiraswasta,MTs,Milik Sendiri,Kota Semarang ,2850000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,82000000.0,900.0,200.0,110.0,823000.0,Genting,Batu Bata Merah,Keramik,350000.0,5000000.0,675000.0,Teknik Elektro,Kota Semarang ,SNBP,4.0
83578,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Pegawai Swasta,SLTA Sederajat,Menumpang,Kota Semarang ,600000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Meninggal,Menumpang,14000000.0,900.0,189.0,84.0,1200000.0,genting,semen,keramik dan tanah,200000.0,3000000.0,610000.0,Pendidikan Matematika,Kota Semarang ,SNBT,2.0
109907,lebih dari Rp 5.000.000,4.0,Pegawai Swasta,D-3/D2,Menumpang,Kota Tegal,3500000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Menumpang,8000000.0,900.0,236.0,110.0,394000.0,Genteng,Batu Bata,Keramik,450000.0,0.0,0.0,Pendidikan Guru Sekolah Dasar,Kota Tegal,SNBT,4.0
125242,lebih dari Rp 5.000.000,4.0,Pegawai Swasta,S1/D-4,Milik Sendiri,Kab. Pemalang,10000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,142000000.0,900.0,280.0,54.0,243000.0,seng,bata merah,keramik,325000.0,200000000.0,6000000.0,Sastra Inggris,Kab. Pemalang,SNBP,7.0
76146,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Tidak Bekerja,SD,Milik Sendiri,Kabupaten Pekalongan ,300000.0,KIS/JKS/BPJS,Tidak Ada,Meninggal,Hidup,Milik Sendiri,1.0,900.0,432.0,50.0,36000.0,genting,semen,keramik,9000.0,14000000.0,300000.0,Ilmu Sejarah,Kabupaten Pekalongan ,SNBP,3.0
150513,lebih dari Rp 5.000.000,3.0,Pegawai Swasta,S1/D-4,Menumpang,Kota Semarang,2000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Menumpang,26000000.0,2200.0,300.0,300.0,750000.0,Genting tanah liat,Bata dan semen,Keramik,1650000.0,26000000.0,1600000.0,Pendidikan Bahasa Jepang,Kota Semarang,SNBT,7.0
77452,"kurang dari Rp 1.000.000,-",1.0,Wiraswasta,SLTA Sederajat,Milik Sendiri,Kabupaten Banyuasin ,1.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,1.0,900.0,120.0,68.0,250.0,Genteng,Batu,Keramik,470.0,25.0,800.0,Pendidikan Tata Kecantikan,Kabupaten Banyuasin ,SNBP,3.0
124782,"kurang dari Rp 1.000.000,-",1.0,Petani,SMP,Milik Sendiri,Kab. Rembang,20000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,4000000.0,450.0,348.0,70.0,27000.0,Genteng,Batu bata dan kayu,Keramik,19808.0,0.0,0.0,Pendidikan Kimia,Kab. Rembang,SNBP,3.0
124666,Rp 4.000.000 s.d. Rp 5.000.000,0.0,Buruh,MI,Milik Sendiri,Kab. Semarang,1500000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,18000000.0,900.0,239.0,70.0,48000.0,Asbes,Batako,Keramik,150000.0,10000000.0,650000.0,Sastra Inggris,Kab. Semarang,SNBP,4.0
146150,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Buruh,SLTP Sederajat,Milik Sendiri,Kab. Pati,718000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,26000000.0,450.0,1496.0,90.0,27000.0,genteng,kayu,tanah,30000.0,0.0,0.0,Ilmu Hukum,Kab. Pati,SNBP,3.0
109400,Rp 3.000.000 s.d. Rp 4.000.000,1.0,Wiraswasta,D4,Milik Sendiri,Kota Semarang,4000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,51000000.0,900.0,150.0,70.0,2352000.0,asbes,bata,tegel,257800.0,0.0,0.0,Farmasi,Kota Semarang,SNBT,5.0
93976,,,,,,Kota Tangerang ,,KIS/JKS/BPJS,Tidak Dapat,,,,,,,,,,,,,,,Ilmu Hukum,Kota Tangerang ,SNBT,7.0
107876,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Petani,SMP,Menumpang,Kab. Sragen,800000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Menumpang,2.0,450.0,424.0,210.0,36000.0,Genting,Batu bata,Tegel dan keramik,133000.0,0.0,0.0,Pendidikan Fisika,Kab. Sragen,SNBT,3.0
109225,lebih dari Rp 5.000.000,1.0,Tidak Bekerja,D3/D-2,Milik Sendiri,Kota Bekasi,2000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,6000000.0,2200.0,72.0,60.0,1722000.0,asbes,batako/hebel,keramik,500000.0,0.0,0.0,Ilmu Hukum,Kota Bekasi,SNBT,5.0
103470,Rp 3.000.000 s.d. Rp 4.000.000,1.0,Petani,SD,Milik Sendiri,Kab. Pemalang,2000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,15000000.0,900.0,11.0,7.0,27000.0,seng,diplester dan di cat rapi,keramik,250000.0,0.0,0.0,Ilmu Hukum,Kab. Pemalang,SNBP,4.0
106142,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Wiraswasta,Tidak Lulus SD,Milik Sendiri,Kab. Pati,1000000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,0.0,360.0,157.0,121.0,10000.0,Tanah Liat,Semen,Keramik,130000.0,0.0,0.0,Pendidikan Teknik Informatika dan Komputer,Kab. Pati,SNBP,0.0
89198,lebih dari Rp 5.000.000,3.0,Pegawai Pemerintahan,S1,Milik Sendiri,Kabupaten Purworejo ,1000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,12000000.0,450.0,122.0,60.0,20000.0,Genting tanah liat,Bata Merah,Keramik,52250.0,0.0,0.0,Ekonomi Pembangunan,Kabupaten Purworejo ,SNBP,5.0
43729,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Buruh,Tidak Lulus SD,Milik Sendiri,Kabupaten Demak ,600000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,1.0,450.0,130.0,65.0,41000.0,Genteng tanah,Kayu,Tanah,50000.0,10200000.0,125000.0,Pendidikan Bahasa dan Sastra Jawa,Kabupaten Demak ,SNBP,3.0
107966,"kurang dari Rp 1.000.000,-",1.0,Wiraswasta,SLTA,Menumpang,Kab. Kudus,600000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Menumpang,6000000.0,720.0,360.0,54.0,916000.0,genting tanah liat,semen,keramik,238736.0,0.0,0.0,Pendidikan Kimia,Kab. Kudus,SNBT,3.0
61068,Rp 2.000.000 s.d. Rp 3.000.000,2.0,Pegawai Swasta,SLTA,Milik Sendiri,Kabupaten Blora ,1200000.0,,Tidak Ada,Hidup,Hidup,Milik Sendiri,2500000.0,900.0,480.0,54.0,82000.0,genteng,batu bata,semen plester,190000.0,10000.0,10000.0,Pendidikan Bahasa Arab,Kabupaten Blora ,SNBP,3.0
147994,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Tidak Bekerja,MA,Milik Sendiri,Kota Bekasi,1200000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,2000000.0,900.0,45.0,40.0,70785.0,seng,batu bata,keramik,221000.0,5000000.0,150000.0,Ilmu Hukum,Kota Bekasi,SNBT,0.0
95636,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Petani,MTs,Milik Sendiri,Kabupaten Grobogan ,300000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Milik Sendiri,4000000.0,900.0,160.0,98.0,5000.0,GENTING,TEMBOK,TIDAK PLESTER,150000.0,0.0,0.0,Ilmu Hukum,Kabupaten Grobogan ,SNBT,0.0
127679,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Buruh,SMA,Menumpang,Kab. Klaten,500000.0,KIS/JKS/BPJS,kipk,Hidup,Hidup,Menumpang,5000000.0,360.0,185.0,60.0,200000.0,Genting,Bata,Ubin,29000.0,10000000.0,425000.0,Kimia,Kab. Klaten,SNBT,0.0
91064,Rp 2.000.000 s.d. Rp 3.000.000,2.0,Buruh,SMA,Milik Sendiri,Kabupaten Musi Banyuasin ,1500000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,1.0,900.0,2500.0,54.0,20000.0,genteng tanah,batu bata,semen dan keramik,100000.0,0.0,0.0,Pendidikan Kepelatihan Olahraga,Kabupaten Musi Banyuasin ,SNBP,4.0
93590,Rp 3.000.000 s.d. Rp 4.000.000,2.0,Tidak Bekerja,SLTA Sederajat,Milik Sendiri,Kabupaten Jepara ,1500000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,8200000.0,450.0,140.0,54.0,0.0,Genteng Tanah Liat,Bata,Keramik,65000.0,4000000.0,400000.0,Teknik Kimia,Kabupaten Jepara ,SNBT,0.0
129183,Rp 4.000.000 s.d. Rp 5.000.000,0.0,Pegawai Swasta,MA,Milik Sendiri,Kab. Semarang,1400000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,97000000.0,900.0,65.0,36.0,614000.0,Genteng  Beton,Bata Merah,Keramik,225000.0,0.0,0.0,Geografi,Kab. Semarang,SNBT,6.0
89440,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Buruh,Tidak Lulus SD,Milik Sendiri,Kabupaten Cirebon ,3000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,20000000.0,0.0,160.0,57.0,27000.0,Genting,Bilik bambu,Keramik,50000.0,2000000.0,400000.0,Pendidikan Sejarah,Kabupaten Cirebon ,SNBP,3.0
82966,Rp 2.000.000 s.d. Rp 3.000.000,0.0,Buruh,MA,Milik Sendiri,Kabupaten Kebumen ,1200000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,24000000.0,900.0,482.0,72.0,160000.0,GENTENG,BATU BATA,KERAMIK,158000.0,0.0,0.0,Geografi,Kabupaten Kebumen ,SNBT,5.0
83025,Rp 1.000.000 s.d. Rp 2.000.000,2.0,Tidak Bekerja,D-3/D2,Milik Sendiri,Kota Bekasi ,2500000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,5000000.0,900.0,107.0,45.0,2013000.0,GENTENG,BATAKO,KERAMIK,300000.0,6000000.0,700000.0,Pendidikan Bahasa Jepang,Kota Bekasi ,SNBT,2.0
69370,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Wiraswasta,MA,Milik Sendiri,Kabupaten Brebes ,600000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,17000000.0,900.0,180.0,66.0,160000.0,Asbes,Semen Bata,Keramik,200000.0,0.0,0.0,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",Kabupaten Brebes ,SNBT,3.0
93929,lebih dari Rp 5.000.000,1.0,Pegawai Swasta,S-1/D4,Menumpang,Kota Bandar Lampung ,4000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Menumpang,62500000.0,1300.0,96.0,72.0,335000.0,Genting,Bata,Keramik,160000.0,0.0,0.0,Psikologi,Kota Bandar Lampung ,SNBT,7.0
103658,Rp 1.000.000 s.d. Rp 2.000.000,0.0,Petani,SD/MI Sederajat,Milik Sendiri,Kab. Grobogan,500000.0,KIS/JKS/BPJS,kipk,Hidup,Meninggal,Milik Sendiri,16000000.0,450.0,1368.0,42.0,64000.0,Genting Tanah Liat,Kayu,Tanah,100000.0,0.0,0.0,Akuntansi,Kab. Grobogan,SNBP,0.0
146472,lebih dari Rp 5.000.000,1.0,Pegawai Swasta,MA,Milik Sendiri,Kab. Kudus,3000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,31000000.0,450.0,133.0,56.0,,Genting Tanah Liat,Batu Bata,Keramik,130000.0,7000000.0,400000.0,Pendidikan Matematika,Kab. Kudus,SNBP,4.0
70016,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Petani,SD/MI Sederajat,Milik Sendiri,Kabupaten Banyumas ,450000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,6000000.0,900.0,196.0,196.0,27000.0,Genting,Semen/beton,Keramik,158531.0,20000000.0,800000.0,Pendidikan Tata Boga,Kabupaten Banyumas ,SNBT,3.0
103586,lebih dari Rp 5.000.000,0.0,Pegawai Pemerintahan,D4,Milik Sendiri,Kab. Cirebon,3500000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,19000000.0,900.0,210.0,74.0,64000.0,GENTING,SEMEN,KERAMIK,190000.0,0.0,0.0,Pendidikan Ekonomi,Kab. Cirebon,SNBP,7.0
129707,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Buruh,MA,Menumpang,Kota Semarang,1000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Menumpang,5000000.0,450.0,200.0,95.0,614000.0,Genteng,Bata,Keramik,320000.0,5000000.0,300000.0,Seni Rupa,Kota Semarang,SNBT,4.0
81750,Rp 4.000.000 s.d. Rp 5.000.000,1.0,Pegawai Swasta,MA,Milik Sendiri,Kabupaten Grobogan ,2000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,30000000.0,450.0,733.0,80.0,82000.0,Genteng tanah liat,Kayu,Karpet,65000.0,0.0,0.0,Ilmu Hukum,Kabupaten Grobogan ,SNBT,4.0
105827,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Petani,MTs,Milik Sendiri,Kab. Pati,700000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,20000000.0,450.0,84.0,70.0,300000.0,Tanah,Bata Merah,Keramik,50000.0,6000000.0,250000.0,Pendidikan Guru Sekolah Dasar,Kab. Pati,SNBP,4.0
109246,Rp 4.000.000 s.d. Rp 5.000.000,1.0,Pegawai Swasta,S-1/D4,Milik Sendiri,Kab. Bekasi,3620000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,2.0,1300.0,60.0,36.0,802000.0,Genteng Tanah Liat,Batu Bata,Keramik,495000.0,0.0,0.0,Ilmu Hukum,Kab. Bekasi,SNBT,4.0
94556,Rp 2.000.000 s.d. Rp 3.000.000,0.0,Pegawai Pemerintahan,SLTA Sederajat,Milik Sendiri,Kabupaten Temanggung ,1250000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,15000000.0,450.0,283.0,98.0,200000.0,GENTENG,PASIR DAN SEMEN,KERAMIK,27000.0,30000000.0,1400000.0,Pendidikan Guru Pendidikan Anak Usia Dini,Kabupaten Temanggung ,SNBT,5.0
46722,lebih dari Rp 5.000.000,2.0,Pegawai Pemerintahan,S1,Milik Sendiri,Kota Semarang ,,,Tidak Ada,Hidup,Hidup,Milik Sendiri,16000000.0,900.0,101.0,60.0,500.0,Genting Tanah Liat,Batu Bata,Keramik,362000.0,20000000.0,600000.0,Pendidikan Seni Rupa,Kota Semarang ,SNBT,6.0
82657,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Petani,MI,Milik Sendiri,Kabupaten Banjarnegara ,1500000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,10000000.0,450.0,99.0,42.0,11000.0,Seng,bata,keramik,25900.0,0.0,0.0,Pendidikan Guru Sekolah Dasar,Kabupaten Banjarnegara ,SNBT,0.0
68061,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Wiraswasta,SLTA Sederajat,Menumpang,Kabupaten Grobogan ,900000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Menumpang,6000000.0,900.0,1040.0,80.0,243000.0,genting,kayu,keramik,110000.0,10000000.0,780000.0,Akuntansi,Kabupaten Grobogan ,SNBT,3.0
81017,"kurang dari Rp 1.000.000,-",1.0,Tidak Bekerja,SLTA Sederajat,Milik Sendiri,Kabupaten Wonosobo ,165000.0,KIS/JKS/BPJS,kipk,Meninggal,Hidup,Milik Sendiri,0.0,720.0,112.0,54.0,48000.0,Genting tanah liat dan Seng,Bata merah,Plester,70000.0,0.0,0.0,Akuntansi,Kabupaten Wonosobo ,SNBT,0.0
129548,lebih dari Rp 5.000.000,2.0,Pegawai Pemerintahan,D4,Milik Sendiri,Kab. Kebumen,4500000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,131500000.0,900.0,200.0,110.0,114000.0,Genteng,Batu Bata,,216000.0,1250000.0,1250000.0,Ilmu Sejarah,Kab. Kebumen,SNBT,7.0
108695,lebih dari Rp 5.000.000,2.0,Pegawai Pemerintahan,S- 2,Milik Sendiri,Kab. Lampung Utara,3000000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Milik Sendiri,115000000.0,720.0,1250.0,63.0,14000.0,Genteng,Bata dan Semen,Keramik,150000.0,18400000.0,1150000.0,Pendidikan Tata Kecantikan,Kab. Lampung Utara,SNBT,6.0
111213,lebih dari Rp 5.000.000,1.0,Wiraswasta,S2 ,Menumpang,Kab. Blora,1200000.0,KIS/JKS/BPJS,Tidak Ada,Hidup,Hidup,Menumpang,42000000.0,900.0,840.0,90.0,600000.0,Genting tanah liat,"Batu bata, Kayu",Keramik,285000.0,10000000.0,2700000.0,Ilmu Hukum,Kab. Blora,SNBT,5.0
105025,Rp 4.000.000 s.d. Rp 5.000.000,2.0,Pegawai Pemerintahan,MA,Milik Sendiri,Kota Tegal,4000000.0,KIS/JKS/BPJS,Tidak Dapat,Hidup,Hidup,Milik Sendiri,30000000.0,900.0,100.0,90.0,1000000.0,GENTENG TANAH,PLESTER,KERAMIK,235000.0,5000000.0,500000.0,Pendidikan Bahasa Inggris,Kota Tegal,SNBP,4.0
146189,Rp 4.000.000 s.d. Rp 5.000.000,0.0,Tidak Bekerja,SLTA,Milik Sendiri,Kab. Pekalongan,3000000.0,KIS/JKS/BPJS,-,Hidup,Hidup,Milik Sendiri,13000000.0,900.0,334.0,72.0,537.0,Genting,Batu bata,Keramik,142600.0,0.0,0.0,Pendidikan Ilmu Pengetahuan Alam,Kab. Pekalongan,SNBP,4.0
111269,Rp 3.000.000 s.d. Rp 4.000.000,1.0,Pegawai Swasta,MA,Milik Sendiri,Kota Balikpapan,2000000.0,KIS/JKS/BPJS,Tidak,Hidup,Hidup,Milik Sendiri,14000000.0,2200.0,152.0,72.0,160000.0,Seng,Batu Bata,Keramik,400000.0,20000000.0,1083000.0,Ilmu Hukum,Kota Balikpapan,SNBT,5.0
108992,Rp 3.000.000 s.d. Rp 4.000.000,0.0,Buruh,SD,Milik Sendiri,Kab. Purbalingga,1500000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,20000000.0,900.0,224.0,66.0,14000.0,Genting tanah liat,Batako,Plester,50000.0,2000000.0,200000.0,Akuntansi,Kab. Purbalingga,SNBT,0.0
61259,Rp 2.000.000 s.d. Rp 3.000.000,1.0,Wiraswasta,MI,Milik Sendiri,Kabupaten Grobogan ,600000.0,,Tidak,Hidup,Hidup,Milik Sendiri,12000000.0,900.0,186.0,84.0,14000.0,Genting tanah liat,"Batu bata, papan,  triplek",Plester,20000.0,0.0,0.0,Sistem Informasi,Kabupaten Grobogan ,SNBP,2.0
90919,Rp 1.000.000 s.d. Rp 2.000.000,1.0,Nelayan,SLTP,Milik Sendiri,Kabupaten Lamongan ,750000.0,KIS/JKS/BPJS,KIPK,Hidup,Hidup,Milik Sendiri,4000000.0,900.0,79.0,72.0,27000.0,Genteng,Semen,Keramik,150000.0,0.0,0.0,Kesehatan Masyarakat,Kabupaten Lamongan ,SNBP,0.0
